Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.48	-13.32	0.0	0.180764440829311
2	1	2018	-21.15	-4.45	0.0	0.3218714207531373
3	1	2018	-13.91	-1.87	0.0	0.3343391708760009
4	1	2018	-13.48	-4.99	0.0	0.2346997675691237
5	1	2018	-13.81	-5.83	0.0	0.2160965031974832
6	1	2018	-11.77	1.7	0.0	0.4225633440668394
7	1	2018	-8.4	1.79	0.0	0.3689283376544479
8	1	2018	-9.77	-1.63	0.0	0.2730284009491263
9	1	2018	-10.75	0.79	0.0	0.3778619550012355
10	1	2018	-23.7	-16.27	0.48	0.1102981835391703
11	1	2018	-29.0	-21.71	0.0	0.0744118762234404
12	1	2018	-31.41	-19.87	0.0	0.10623875413306
13	1	2018	-27.11	-7.69	0.0	0.271227399822732
14	1	2018	-22.25	-8.73	0.0	0.2413975145269593
15	1	2018	-29.33	-14.83	0.0	0.1639529608672828
16	1	2018	-20.82	0.31	0.0	0.4444998535284878
17	1	2018	-8.85	3.82	0.0	0.4664470452468265
18	1	2018	-7.07	8.11	0.0	0.6087156592415801
19	1	2018	-4.99	4.52	0.0	0.4118558242918143
20	1	2018	-8.25	1.23	0.0	0.3573626143424573
21	1	2018	-11.95	-0.47	0.0	0.3672534833900122
22	1	2018	-10.8	4.49	0.0	0.5281716393182535
23	1	2018	-11.08	0.78	0.0	0.4002054505713412
24	1	2018	-10.55	-1.53	0.0	0.3082940303501885
25	1	2018	-9.09	-0.48	0.0	0.3162575838570194
26	1	2018	-12.41	-6.22	0.62	0.1893485394880074
27	1	2018	-19.14	-13.03	0.0	0.1267493246554298
28	1	2018	-21.3	-13.67	0.59	0.1419328937407978
29	1	2018	-22.34	-2.02	0.0	0.4052798399612147
30	1	2018	-11.95	3.87	0.0	0.5460788329679719
31	1	2018	-22.85	-13.43	0.0	0.1651328101369089
1	2	2018	-25.79	-14.47	0.0	0.1680310319132513
2	2	2018	-21.62	-16.97	3.8	0.0791972760894125
3	2	2018	-27.45	-20.22	1.13	0.0913349864217315
4	2	2018	-29.02	-16.28	0.0	0.1563227770472475
5	2	2018	-26.92	-15.35	0.0	0.1632433713787436
6	2	2018	-28.3	-17.44	0.0	0.1382643928869107
7	2	2018	-27.44	-13.44	0.0	0.1976723066181905
8	2	2018	-26.47	-17.07	0.0	0.134990947501023
9	2	2018	-28.82	-16.2	0.0	0.160696134320296
10	2	2018	-21.36	-9.43	0.0	0.2491957875555855
11	2	2018	-27.65	-15.19	0.0	0.1735089902755837
12	2	2018	-32.62	-12.44	0.0	0.2181116043152644
13	2	2018	-19.14	2.15	0.0	0.6417275768682507
14	2	2018	-13.45	1.12	2.19	0.5339965691650344
15	2	2018	-26.94	-12.75	0.0	0.2165751587628286
16	2	2018	-21.03	-3.86	0.0	0.4441979366932749
17	2	2018	-19.29	-10.16	0.0	0.2195533286079327
18	2	2018	-22.86	-12.67	0.0	0.199173794489774
19	2	2018	-27.77	-12.93	0.0	0.223053191215663
20	2	2018	-23.73	-11.82	0.0	0.2317758436746809
21	2	2018	-29.36	-9.58	0.0	0.2980867422431007
22	2	2018	-24.75	-8.82	0.0	0.3280382015633828
23	2	2018	-19.69	-6.24	0.0	0.3989230869652343
24	2	2018	-16.16	-1.71	0.0	0.574461343657533
25	2	2018	-16.98	-0.76	0.0	0.6210320301022106
26	2	2018	-14.88	-4.4	0.0	0.4263380653404735
27	2	2018	-14.59	-1.31	0.0	0.5948324826755198
28	2	2018	-13.54	0.62	0.0	0.7009109699171612
1	3	2018	-18.14	-1.72	0.0	0.6051256437526804
2	3	2018	-12.87	-3.72	0.0	0.4671575185637185
3	3	2018	-7.52	-3.77	3.6	0.1603555877573217
4	3	2018	-10.88	-5.07	8.13	0.214605954637592
5	3	2018	-14.7	-8.52	0.0	0.2053292593979519
6	3	2018	-17.71	-7.7	0.0	0.3308622156074792
7	3	2018	-23.72	-6.16	0.0	0.4377334100443351
8	3	2018	-24.28	-7.6	0.0	0.3957417646923915
9	3	2018	-12.36	-0.22	0.0	0.6624448618467293
10	3	2018	-12.14	-1.16	0.0	0.602264742570535
11	3	2018	-14.01	2.6	0.0	0.8474130755025301
12	3	2018	-15.91	-0.69	0.0	0.6873350610860183
13	3	2018	-15.92	2.33	0.0	0.8361874988758405
14	3	2018	-15.72	-0.91	0.0	0.6896133117405533
15	3	2018	-9.92	-2.55	0.0	0.4482497150895567
16	3	2018	-6.75	2.07	0.0	0.7351600991723902
17	3	2018	-3.99	0.52	3.14	0.2480540667729974
18	3	2018	-5.65	1.52	0.97	0.6048400588875664
19	3	2018	-8.69	0.06	0.0	0.6360990674135203
20	3	2018	-9.09	2.26	0.0	0.8459797405287557
21	3	2018	-10.93	2.53	0.0	0.9048491976560656
22	3	2018	-8.75	1.18	0.0	0.7672771744772928
23	3	2018	-5.11	1.31	4.33	0.436457778240614
24	3	2018	-9.7	3.05	0.0	0.953302038634648
25	3	2018	-6.05	1.78	0.0	0.7369832739986841
26	3	2018	-6.96	4.92	0.0	1.0912622356862829
27	3	2018	-9.28	4.89	0.0	1.1216657137543844
28	3	2018	-12.83	-0.8	0.65	0.7849738759168045
29	3	2018	-18.23	-5.66	0.74	0.5580425245197694
30	3	2018	-21.7	-12.42	0.0	0.2924985601092418
31	3	2018	-21.75	-9.77	0.0	0.4168316994359624
1	4	2018	-18.78	-5.47	0.0	0.5966704202859279
2	4	2018	-20.06	-5.12	0.0	0.6111749398469819
3	4	2018	-16.9	-3.68	0.0	0.6822981807879002
4	4	2018	-18.04	-2.51	0.0	0.7398229038667968
5	4	2018	-18.04	-8.06	0.0	0.4573325986108507
6	4	2018	-23.05	-9.27	0.0	0.4537277388466695
7	4	2018	-20.72	-4.14	0.0	0.6681922644363057
8	4	2018	-11.94	-2.34	0.0	0.723028342230831
9	4	2018	-6.68	1.38	0.0	0.8680611487399462
10	4	2018	-9.51	7.47	0.0	1.362540439275286
11	4	2018	-2.65	2.45	0.77	0.6868024416639132
12	4	2018	-4.08	-0.08	0.0	0.4498804892467533
13	4	2018	-3.81	1.69	0.0	0.7440202625442459
14	4	2018	-2.61	8.09	0.0	1.4738408300878685
15	4	2018	-3.05	10.0	0.0	1.6010997296424156
16	4	2018	-0.8	5.58	3.44	0.8297853164993937
17	4	2018	-1.84	2.33	4.89	0.3795263513402687
18	4	2018	-5.07	10.34	0.0	1.618897101119691
19	4	2018	-1.6	12.88	0.0	1.8007582045600854
20	4	2018	-0.02	19.0	0.0	2.1813670362461233
21	4	2018	1.31	20.05	0.0	2.262210070377168
22	4	2018	2.33	14.45	0.0	1.8952889304213956
23	4	2018	-0.75	13.26	0.0	1.830925417654383
24	4	2018	-1.28	20.57	0.0	2.256862913480719
25	4	2018	3.21	17.3	0.0	2.0978712853385635
26	4	2018	-0.66	22.11	0.0	2.27813579369538
27	4	2018	-0.48	16.98	0.0	1.9989603991413456
28	4	2018	1.86	26.85	0.0	2.5843058601712188
29	4	2018	6.35	20.49	0.0	2.228500985099693
30	4	2018	0.8	11.85	0.0	1.601369789873083
1	5	2018	-2.89	17.12	0.0	1.987449184925722
2	5	2018	0.82	18.86	0.0	2.1363729085176617
3	5	2018	5.92	21.96	0.0	2.351387264346354
4	5	2018	4.79	24.33	0.0	2.511540353327419
5	5	2018	5.73	24.65	0.0	2.5361009227290223
6	5	2018	4.28	27.43	0.0	2.69458217334716
7	5	2018	11.17	26.85	0.0	2.6580389248112777
8	5	2018	8.87	17.16	6.9	1.4791196432877391
9	5	2018	3.81	13.7	0.0	1.6288601551962023
10	5	2018	3.55	10.97	2.73	0.9427720859986471
11	5	2018	4.46	10.12	1.41	0.8749563582370719
12	5	2018	3.01	18.68	0.0	2.1563916887799146
13	5	2018	6.24	26.28	0.0	2.6710987514591937
14	5	2018	3.86	25.0	0.0	2.575877348734389
15	5	2018	11.61	31.75	0.0	3.022823549909323
16	5	2018	9.43	28.31	0.0	2.79542677082108
17	5	2018	7.46	14.99	0.0	1.3514663665960014
18	5	2018	4.24	18.27	0.0	2.0981421860611125
19	5	2018	1.84	21.93	0.0	2.370666668801178
20	5	2018	2.5	25.21	0.0	2.586936016985021
21	5	2018	10.46	30.14	0.0	2.930909756952324
22	5	2018	9.73	27.21	0.0	2.7233157143968096
23	5	2018	8.83	29.53	2.15	2.650020074560181
24	5	2018	11.2	27.38	1.04	2.717108441912373
25	5	2018	10.39	28.09	0.0	2.788463461744496
26	5	2018	10.18	30.62	1.09	2.981693609039633
27	5	2018	9.74	26.04	0.0	2.646829243612533
28	5	2018	9.73	30.81	0.0	3.008065242421646
29	5	2018	13.31	27.64	0.0	2.702066448369306
30	5	2018	10.53	24.01	4.95	2.115474490383054
31	5	2018	8.46	14.6	0.0	1.0080234057773805
1	6	2018	8.7	14.57	9.65	0.7080018154445772
2	6	2018	7.36	19.02	0.0	1.9528487025503465
3	6	2018	7.42	24.63	0.0	2.6163056863842287
4	6	2018	10.28	28.81	0.95	2.9055801861338804
5	6	2018	9.68	21.62	0.0	2.305469980180057
6	6	2018	6.89	27.36	0.0	2.82741976533115
7	6	2018	8.44	27.91	0.0	2.8565374432998505
8	6	2018	12.68	25.76	0.0	2.595639444718641
9	6	2018	12.65	31.29	0.0	3.055753611443871
10	6	2018	13.36	24.85	0.0	2.4146888880664643
11	6	2018	6.52	18.13	0.0	1.9790821170390385
12	6	2018	7.23	22.66	0.0	2.4635361369738753
13	6	2018	7.66	26.18	0.0	2.7376326794867425
14	6	2018	9.13	23.18	1.36	2.4777368938997943
15	6	2018	9.2	23.46	0.0	2.5060209697954683
16	6	2018	7.46	21.3	0.0	2.3535393481937956
17	6	2018	7.78	25.39	0.0	2.6809846950647764
18	6	2018	8.22	27.64	0.0	2.845833065639055
19	6	2018	11.13	26.53	0.0	2.724495632342289
20	6	2018	9.89	29.49	0.0	2.9757087815338106
21	6	2018	12.01	29.7	0.0	2.966313069011786
22	6	2018	14.41	28.51	0.0	2.8098537550257587
23	6	2018	12.26	27.26	8.98	2.533499970562711
24	6	2018	14.85	26.43	0.0	2.586390814757789
25	6	2018	13.92	29.86	1.85	2.9560435906941427
26	6	2018	12.14	24.79	0.0	2.5565510354161685
27	6	2018	7.09	25.39	0.0	2.71155076702526
28	6	2018	7.54	24.37	0.0	2.629104478059656
29	6	2018	11.19	23.11	0.0	2.4095456676657587
30	6	2018	12.45	24.66	5.21	2.064748231106494
1	7	2018	11.14	20.95	3.61	1.5127929800467186
2	7	2018	8.91	22.43	3.55	1.9014058338977495
3	7	2018	6.54	20.81	9.91	1.8164358516535073
4	7	2018	10.65	19.51	6.37	1.1470247223513463
5	7	2018	7.71	25.13	0.0	2.504308762647715
6	7	2018	14.36	33.87	0.0	3.156202960700438
7	7	2018	14.09	30.82	0.0	2.8430275350665015
8	7	2018	10.45	25.52	0.0	2.4062581146989217
9	7	2018	9.44	28.91	0.0	2.8168194961075126
10	7	2018	12.77	29.56	4.54	2.2517294527322287
11	7	2018	14.67	25.67	0.0	1.93821113914125
12	7	2018	13.65	29.04	0.0	2.569091606649865
13	7	2018	13.18	32.84	0.0	3.0147284433839037
14	7	2018	11.92	21.48	0.0	1.541967172972171
15	7	2018	8.32	25.76	0.0	2.466398886878329
16	7	2018	6.54	26.76	0.0	2.626045936609836
17	7	2018	10.44	34.66	0.0	3.2566502519399574
18	7	2018	15.84	31.24	0.0	2.733952360958946
19	7	2018	13.82	28.55	0.0	2.525147137392233
20	7	2018	12.69	29.91	0.0	2.765464992430387
21	7	2018	14.88	27.77	0.0	2.308934375410738
22	7	2018	11.31	23.72	0.0	2.041444684938409
23	7	2018	8.95	23.66	0.0	2.2180468071404933
24	7	2018	8.23	23.47	2.33	1.8185723644195428
25	7	2018	9.19	21.87	0.0	1.9171977217859872
26	7	2018	6.28	24.01	0.0	2.329234362963211
27	7	2018	9.29	23.89	0.0	2.1685729723574214
28	7	2018	8.47	27.25	0.0	2.569167121288373
29	7	2018	8.51	29.64	0.0	2.764022455032385
30	7	2018	10.95	32.27	0.0	2.923086043576147
31	7	2018	11.91	24.82	0.0	1.9999700576054835
1	8	2018	7.66	28.87	0.0	2.6632530584213523
2	8	2018	14.52	31.01	2.86	2.119805838035161
3	8	2018	13.14	29.07	2.56	1.9515772621166725
4	8	2018	13.29	22.79	2.17	1.0526887585970914
5	8	2018	12.93	23.24	2.7	1.1608295231123589
6	8	2018	10.58	29.44	0.0	2.4962572442882007
7	8	2018	12.46	31.31	0.0	2.6496201537885415
8	8	2018	11.51	30.34	0.0	2.5829975800918565
9	8	2018	12.82	34.01	0.0	2.8893886960125843
10	8	2018	13.75	39.0	0.0	3.2511593895123783
11	8	2018	14.92	35.77	0.0	2.9401636012823293
12	8	2018	13.02	24.26	0.64	1.6360953534055416
13	8	2018	8.36	17.61	0.0	1.1072230604980355
14	8	2018	3.68	28.14	0.0	2.4903719470804284
15	8	2018	11.36	29.24	0.0	2.3960880674336607
16	8	2018	9.75	29.17	0.0	2.45273513872891
17	8	2018	10.6	32.8	0.0	2.729505464412033
18	8	2018	10.37	25.24	0.0	1.9520704200243812
19	8	2018	3.64	24.38	0.0	2.1400594878778825
20	8	2018	5.2	23.55	0.0	2.0082713716819773
21	8	2018	5.32	27.15	0.0	2.303157826702329
22	8	2018	9.87	30.87	0.0	2.509349059653147
23	8	2018	8.7	29.9	0.0	2.4479154312789646
24	8	2018	8.43	21.23	0.0	1.5020126184182947
25	8	2018	7.44	19.87	0.0	1.4141145556561865
26	8	2018	8.03	18.16	2.03	0.8609333534256858
27	8	2018	7.68	13.87	3.89	0.5137554690651804
28	8	2018	6.47	19.28	0.0	1.3708701039836724
29	8	2018	6.46	27.23	0.0	2.220151193960707
30	8	2018	10.11	22.95	1.1	1.553125348696924
31	8	2018	7.46	20.16	0.0	1.4951015146991973
1	9	2018	6.57	20.55	0.0	1.5983314715116137
2	9	2018	3.56	20.4	0.0	1.7217838106808911
3	9	2018	4.49	22.94	0.0	1.9120792678852332
4	9	2018	2.76	14.95	0.0	1.157739694222078
5	9	2018	-0.42	22.01	0.0	1.8861976231762605
6	9	2018	3.14	25.16	0.0	2.0716207323171876
7	9	2018	7.33	25.24	0.0	1.9597041543799147
8	9	2018	11.22	28.29	0.0	2.0678155100691606
9	9	2018	7.77	22.86	0.0	1.679445458652834
10	9	2018	3.68	23.5	0.0	1.8871698447397989
11	9	2018	6.27	17.64	0.0	1.140072418499342
12	9	2018	4.8	15.16	3.08	0.7538212436142809
13	9	2018	3.76	11.68	2.33	0.5595825324086661
14	9	2018	2.66	9.12	0.0	0.485171528763915
15	9	2018	5.55	12.41	4.79	0.5130481156734658
16	9	2018	6.95	10.69	6.93	0.2945429524222992
17	9	2018	4.61	12.88	0.64	0.6667280982276951
18	9	2018	4.72	11.49	0.0	0.5498944651417541
19	9	2018	2.55	14.75	0.0	0.9856818523664796
20	9	2018	2.67	11.01	0.0	0.6383116926500211
21	9	2018	0.87	8.91	3.87	0.5267766392499567
22	9	2018	-0.2	1.4	8.18	0.1069137422018733
23	9	2018	-0.14	4.72	0.55	0.3399743863062726
24	9	2018	-0.08	12.82	1.08	0.939206607646234
25	9	2018	1.62	13.71	0.84	0.9135270799775652
26	9	2018	3.39	16.41	0.0	1.042916522668167
27	9	2018	-1.45	9.22	0.0	0.6960438225517716
28	9	2018	-3.7	8.49	0.0	0.7271986957894208
29	9	2018	-1.64	7.27	0.0	0.5758765784472076
30	9	2018	-7.55	4.56	0.96	0.6355158782497208
1	10	2018	-1.95	5.34	1.77	0.4614300986595563
2	10	2018	-1.43	3.06	2.27	0.2619969093157692
3	10	2018	-2.26	5.43	0.37	0.4840544935289956
4	10	2018	-6.16	5.6	0.0	0.6408064343028606
5	10	2018	-3.14	8.6	0.0	0.7484279502683276
6	10	2018	-4.58	12.43	0.0	1.0293736685313373
7	10	2018	-2.84	13.85	0.0	1.0804674164504433
8	10	2018	-2.24	2.47	0.0	0.2923582809134133
9	10	2018	-3.42	1.68	0.0	0.3029345111095971
10	10	2018	-6.66	4.81	0.0	0.600758326928944
11	10	2018	-9.06	6.15	0.0	0.7154430458620687
12	10	2018	-4.88	8.1	5.97	0.642649380689191
13	10	2018	-4.92	-0.68	0.0	0.2299347565201994
14	10	2018	-9.09	4.15	0.0	0.5874913802133328
15	10	2018	-0.08	13.51	0.0	0.8902573267071018
16	10	2018	-0.14	11.04	0.0	0.6996875644046622
17	10	2018	-1.65	21.72	0.0	1.3760172979027356
18	10	2018	2.43	19.34	0.0	1.156545212561531
19	10	2018	-3.2	13.45	0.0	0.9047235275537646
20	10	2018	-6.91	17.74	0.0	1.1542450989261803
21	10	2018	-1.74	15.03	0.0	0.9348107119098672
22	10	2018	-6.05	11.7	0.0	0.8294196280458062
23	10	2018	-4.01	16.75	0.0	1.0539512834385432
24	10	2018	-1.95	19.85	0.0	1.18508099953568
25	10	2018	-0.25	15.93	0.0	0.9094344516263786
26	10	2018	-1.88	13.26	0.0	0.8039661530930743
27	10	2018	-0.59	13.02	0.0	0.7527524536162259
28	10	2018	-5.53	10.02	0.0	0.7143833549633483
29	10	2018	-0.3	10.07	0.0	0.5725563299382156
30	10	2018	-1.95	7.36	0.0	0.4814764808665627
31	10	2018	-3.46	10.62	0.0	0.6884247526664112
1	11	2018	-3.13	4.47	2.02	0.3491057385432324
2	11	2018	-1.96	0.48	4.07	0.1165845469434447
3	11	2018	-4.89	1.43	0.0	0.2811416206507922
4	11	2018	-2.41	4.24	3.14	0.3109129829273993
5	11	2018	-8.37	-0.66	1.28	0.3017110354640824
6	11	2018	-12.59	-8.55	0.0	0.1232666960075038
7	11	2018	-12.06	-9.72	0.0	0.0732759041677244
8	11	2018	-18.06	-9.4	0.0	0.2017174808750721
9	11	2018	-21.99	-3.8	2.45	0.3489183720054984
10	11	2018	-9.91	-2.35	0.95	0.2695817065281399
11	11	2018	-11.54	-5.99	0.0	0.1782056478894485
12	11	2018	-16.4	-4.13	0.0	0.3199712224875251
13	11	2018	-8.69	4.96	0.0	0.5242979973085585
