Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.37	-13.94	0.0	0.1720446414240841
2	1	2018	-20.14	-5.0	0.0	0.3036563212467053
3	1	2018	-14.24	-2.93	0.0	0.3058583991838863
4	1	2018	-13.9	-6.18	0.0	0.2069589493035285
5	1	2018	-14.27	-7.26	0.0	0.1831441833101781
6	1	2018	-13.42	0.27	0.0	0.394594911933542
7	1	2018	-9.25	0.76	0.0	0.3470820106666332
8	1	2018	-10.13	-2.56	0.0	0.2482134010010357
9	1	2018	-12.78	-1.42	0.0	0.3352070797448162
10	1	2018	-24.64	-17.12	0.34	0.1048674162871309
11	1	2018	-29.97	-22.07	0.0	0.075687646944038
12	1	2018	-31.8	-20.45	0.0	0.1006972089820557
13	1	2018	-27.82	-9.1	0.0	0.2457465277406108
14	1	2018	-23.37	-9.93	0.0	0.2223664393591701
15	1	2018	-29.6	-15.63	0.0	0.1530342951110966
16	1	2018	-21.05	-1.37	0.0	0.4012645855583276
17	1	2018	-9.47	4.03	0.54	0.4842421891665247
18	1	2018	-7.78	7.67	0.0	0.6390081823614622
19	1	2018	-5.29	3.96	0.0	0.3939469552398879
20	1	2018	-8.39	0.33	0.0	0.3245349360515615
21	1	2018	-12.09	-2.27	0.0	0.3083387914664189
22	1	2018	-10.93	2.31	0.0	0.4541008236027039
23	1	2018	-11.09	-0.74	0.0	0.3451944452086389
24	1	2018	-10.8	-3.81	0.0	0.2324257864969906
25	1	2018	-10.25	-3.13	0.0	0.2447106602603355
26	1	2018	-13.07	-7.93	0.67	0.1500978915235195
27	1	2018	-20.39	-13.23	0.0	0.139600777565343
28	1	2018	-22.81	-15.04	0.49	0.1310303582562398
29	1	2018	-23.61	-3.83	0.0	0.3617648813397996
30	1	2018	-13.05	2.01	0.0	0.5133161893775323
31	1	2018	-24.08	-13.89	0.0	0.1659557139024212
1	2	2018	-26.85	-15.99	0.0	0.1486810902246902
2	2	2018	-22.39	-18.06	2.73	0.0695707822549041
3	2	2018	-27.77	-20.86	1.42	0.0848547889033683
4	2	2018	-28.56	-16.86	0.0	0.1458612708983156
5	2	2018	-26.58	-15.46	0.0	0.1592605613232624
6	2	2018	-27.76	-17.65	0.0	0.1323441691824934
7	2	2018	-28.08	-14.83	0.0	0.176751699591103
8	2	2018	-26.99	-17.42	0.0	0.1325876167219576
9	2	2018	-28.76	-16.15	0.0	0.1607922581958652
10	2	2018	-21.16	-9.2	0.0	0.2630866943944258
11	2	2018	-28.39	-15.66	0.0	0.1683163778276973
12	2	2018	-32.3	-12.77	0.0	0.2130923840768748
13	2	2018	-18.81	2.0	0.0	0.6532812981241087
14	2	2018	-15.55	1.12	2.14	0.5561111016347556
15	2	2018	-28.34	-13.29	0.0	0.2112971275159315
16	2	2018	-21.24	-4.8	0.0	0.4326694614635027
17	2	2018	-19.37	-10.78	0.0	0.2044541233667019
18	2	2018	-23.38	-13.06	0.0	0.1950113088913555
19	2	2018	-27.89	-14.13	0.0	0.2025878670871281
20	2	2018	-24.0	-12.18	0.0	0.232511491600498
21	2	2018	-30.27	-10.38	0.0	0.2826366240514723
22	2	2018	-24.58	-8.37	0.0	0.3480671823816941
23	2	2018	-19.99	-6.15	0.0	0.4158597728519419
24	2	2018	-15.91	-1.61	0.0	0.594037093187665
25	2	2018	-17.05	-2.03	0.0	0.5811193003437635
26	2	2018	-15.26	-4.84	0.0	0.4282694535314301
27	2	2018	-14.95	-2.39	0.0	0.5617414180779083
28	2	2018	-14.09	0.24	0.0	0.704028338895729
1	3	2018	-17.95	-3.27	0.0	0.5552536667669543
2	3	2018	-14.53	-4.75	0.0	0.4440426206030965
3	3	2018	-8.46	-4.17	3.77	0.1752608227247317
