Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.17	-13.09	0.0	0.1839065726717265
2	1	2018	-22.4	-5.03	0.0	0.3130320112086274
3	1	2018	-13.85	-1.96	0.0	0.3318386408243371
4	1	2018	-13.43	-5.19	0.0	0.2288470410233565
5	1	2018	-13.83	-6.1	0.0	0.2093118490562209
6	1	2018	-12.06	1.4	0.0	0.4166624065120598
7	1	2018	-8.37	0.69	0.0	0.3275609831529426
8	1	2018	-9.65	-1.84	0.0	0.2644878618817459
9	1	2018	-11.04	0.1	0.0	0.3602561968233932
10	1	2018	-24.09	-18.1	0.52	0.0851831971202892
11	1	2018	-29.17	-21.9	0.0	0.0736107595195095
12	1	2018	-31.23	-21.15	0.0	0.092100120614284
13	1	2018	-27.13	-7.94	0.0	0.2669525786681942
14	1	2018	-22.45	-10.83	0.0	0.2012123421080114
15	1	2018	-29.17	-15.23	0.0	0.1583581465801939
16	1	2018	-20.76	-0.76	0.0	0.4182100614537224
17	1	2018	-9.27	3.4	0.0	0.4587277219673239
18	1	2018	-7.16	7.18	0.0	0.5734688342344189
19	1	2018	-4.88	3.7	0.0	0.374358484476907
20	1	2018	-8.03	1.13	0.0	0.350218780552371
21	1	2018	-11.85	-0.86	0.0	0.3542315841424556
22	1	2018	-10.77	3.17	0.0	0.4811029802028881
23	1	2018	-10.89	0.48	0.0	0.3882840931314866
24	1	2018	-10.54	-2.28	0.0	0.2825822776619161
25	1	2018	-9.29	-1.12	0.0	0.2987600663570243
26	1	2018	-12.78	-7.91	0.83	0.1451510371337138
27	1	2018	-19.47	-13.56	0.0	0.1208982495239947
28	1	2018	-21.64	-13.9	0.66	0.1419113010381083
29	1	2018	-22.55	-2.22	0.0	0.400725138095386
30	1	2018	-12.04	1.78	0.0	0.4640615116913858
31	1	2018	-23.55	-15.22	0.0	0.1386439595066019
1	2	2018	-27.08	-15.4	0.0	0.1603815469523238
2	2	2018	-22.22	-17.91	4.52	0.0706200218314851
3	2	2018	-27.27	-20.34	1.58	0.0892593882325187
4	2	2018	-28.73	-16.65	0.0	0.1510232840843832
5	2	2018	-26.6	-15.87	0.0	0.1543412430044802
6	2	2018	-27.91	-17.59	0.0	0.1353447481409131
7	2	2018	-27.44	-13.7	0.0	0.194499863380978
8	2	2018	-26.44	-16.98	0.0	0.1373832536608161
9	2	2018	-28.56	-17.03	0.0	0.1484625593237644
10	2	2018	-21.1	-10.33	0.0	0.2279276181408219
11	2	2018	-27.53	-16.96	0.0	0.1462494030775789
12	2	2018	-32.26	-12.3	0.0	0.2212214353093216
13	2	2018	-18.91	1.87	0.0	0.6095316561496157
14	2	2018	-13.84	0.97	2.59	0.4956946184386985
15	2	2018	-28.56	-13.11	0.0	0.2147409653640986
16	2	2018	-21.0	-4.4	0.0	0.4042977327090714
17	2	2018	-19.13	-11.21	0.0	0.1919521349363566
18	2	2018	-22.64	-12.85	0.0	0.1950968769486658
19	2	2018	-27.56	-14.25	0.0	0.1983610979233038
20	2	2018	-24.12	-12.3	0.0	0.2206499430943926
21	2	2018	-29.5	-11.21	0.0	0.2534728317024751
22	2	2018	-24.57	-8.82	0.0	0.3095526463587658
23	2	2018	-19.58	-7.69	0.0	0.3160087699740231
24	2	2018	-16.16	-1.48	0.0	0.5455070079597119
25	2	2018	-16.76	-1.49	0.0	0.5513504955648468
26	2	2018	-14.79	-4.5	0.0	0.3831513411388558
27	2	2018	-14.59	-2.26	0.0	0.5033385747079375
28	2	2018	-13.41	0.73	0.0	0.657663112091931
1	3	2018	-17.76	-2.25	0.0	0.5473766644929633
