Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.21	-13.25	0.0	0.1814656765366919
2	1	2018	-21.83	-5.23	0.0	0.3064821338685736
3	1	2018	-15.29	-3.11	0.0	0.3147971925419675
4	1	2018	-14.25	-6.29	0.0	0.2101264565751861
5	1	2018	-13.88	-6.75	0.0	0.1905636674292749
6	1	2018	-11.73	1.28	0.0	0.4072143854407822
7	1	2018	-8.1	1.51	0.0	0.3514809376744338
8	1	2018	-9.52	-2.08	0.0	0.2516130819879923
9	1	2018	-10.87	-0.02	0.0	0.3519678898320019
10	1	2018	-23.72	-15.41	0.18	0.1250256083016355
11	1	2018	-28.94	-21.67	0.0	0.0745702660514909
12	1	2018	-30.99	-20.15	0.0	0.1017671805812714
13	1	2018	-27.8	-8.27	0.0	0.2606935020834898
14	1	2018	-22.55	-10.16	0.0	0.2142454229579208
15	1	2018	-29.27	-16.02	0.0	0.14746085886526
16	1	2018	-21.41	-1.13	0.0	0.4118796200131193
17	1	2018	-9.96	4.13	0.0	0.5416119143301297
18	1	2018	-7.58	7.87	0.0	0.7053885814106142
19	1	2018	-4.82	4.39	0.0	0.4127493159580393
20	1	2018	-7.85	1.2	0.0	0.3468181578940449
21	1	2018	-12.09	-0.99	0.0	0.3522510877020066
22	1	2018	-11.29	3.83	0.0	0.5778380808030004
23	1	2018	-10.54	-0.42	0.0	0.3494593160021632
24	1	2018	-10.81	-2.97	0.0	0.2624877329161366
25	1	2018	-9.49	-0.79	0.0	0.3139821662160301
26	1	2018	-12.45	-6.45	0.61	0.1830122251790418
27	1	2018	-20.61	-13.51	0.0	0.1363995034280035
28	1	2018	-22.83	-14.27	0.0	0.1461256737667305
29	1	2018	-23.4	-2.98	0.0	0.4015753041522035
30	1	2018	-12.51	3.28	0.0	0.6204171627180128
31	1	2018	-22.88	-13.84	0.0	0.1575896698969205
1	2	2018	-26.74	-15.25	0.0	0.1602309798282425
2	2	2018	-21.98	-17.13	3.06	0.0808286208782192
3	2	2018	-27.19	-20.49	1.02	0.0855842260301858
4	2	2018	-28.77	-16.46	0.0	0.1528001030455011
5	2	2018	-26.44	-15.53	0.0	0.1578252666527111
6	2	2018	-27.85	-17.12	0.0	0.1409357959156191
7	2	2018	-28.03	-14.3	0.0	0.1853243911731597
8	2	2018	-26.98	-17.02	0.0	0.1390158550566402
9	2	2018	-28.46	-15.93	0.0	0.1632346941500993
10	2	2018	-20.96	-9.69	0.0	0.2453200434724859
11	2	2018	-27.63	-15.88	0.0	0.1623842711552379
12	2	2018	-32.14	-12.86	0.0	0.2129032814105022
13	2	2018	-18.98	1.8	0.0	0.6492927232485678
14	2	2018	-14.24	1.21	1.06	0.654184489746385
15	2	2018	-27.51	-13.31	0.0	0.2096155959196875
16	2	2018	-21.46	-4.49	0.0	0.4448102445818407
17	2	2018	-18.88	-10.27	0.0	0.2146606720732694
18	2	2018	-22.51	-12.32	0.0	0.207016904557478
19	2	2018	-27.79	-13.51	0.0	0.2166871622090318
20	2	2018	-23.44	-11.76	0.0	0.2412173429528719
21	2	2018	-29.75	-10.16	0.0	0.290719468270297
22	2	2018	-24.89	-8.48	0.0	0.3469579253702315
23	2	2018	-20.36	-6.47	0.0	0.4081677341869569
24	2	2018	-17.02	-1.65	0.0	0.5982334550464128
25	2	2018	-16.19	-1.41	0.0	0.6115286354168797
26	2	2018	-15.16	-4.17	0.0	0.4671183651064
27	2	2018	-15.28	-1.2	0.0	0.6288996495999328
28	2	2018	-13.62	0.86	0.0	0.7391107376775888
1	3	2018	-17.5	-2.11	0.0	0.6086144260467303
2	3	2018	-14.05	-3.94	0.0	0.4846627273732665
3	3	2018	-8.23	-4.08	4.48	0.1717390681279687
4	3	2018	-10.58	-4.91	7.2	0.2125184425124319
5	3	2018	-13.51	-8.64	0.34	0.1702166067153749
6	3	2018	-16.88	-7.17	0.0	0.3650583639852833
7	3	2018	-23.55	-6.52	0.0	0.4437211666942362
8	3	2018	-24.2	-8.45	0.0	0.3853806258475473
9	3	2018	-14.27	-1.73	0.0	0.6373669310088004
10	3	2018	-11.95	-1.68	0.0	0.6037778843635847
11	3	2018	-14.31	2.28	0.0	0.8656129270009169
12	3	2018	-16.04	-1.04	0.0	0.7025606373488112
13	3	2018	-16.03	1.72	0.0	0.8382887559923695
14	3	2018	-15.93	-1.03	0.0	0.7160560293377205
15	3	2018	-11.61	-3.14	0.0	0.5214584707687999
16	3	2018	-7.96	2.18	0.0	0.8531542841919405
17	3	2018	-5.18	0.55	0.69	0.5226860240052911
18	3	2018	-6.1	1.26	0.0	0.6963628183376125
19	3	2018	-8.4	0.0	0.0	0.705114969605195
20	3	2018	-7.7	1.96	0.0	0.8726525135782901
21	3	2018	-10.23	2.6	0.0	0.9850894430759638
22	3	2018	-9.21	0.83	0.0	0.8434853000660126
23	3	2018	-4.41	0.36	4.07	0.3454840398371299
24	3	2018	-8.43	3.05	0.0	1.0145965594089157
25	3	2018	-6.65	1.79	0.0	0.8713691841510465
