Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.15	-14.03	0.0	0.1707629962954102
2	1	2018	-20.92	-5.61	0.0	0.29352742653934
3	1	2018	-15.57	-4.02	0.0	0.291235765210954
4	1	2018	-14.29	-6.92	0.0	0.192645574408674
5	1	2018	-14.08	-7.75	0.0	0.1657414477550214
6	1	2018	-13.04	-0.12	0.0	0.3774476349999371
7	1	2018	-9.01	0.86	0.0	0.345706621582258
8	1	2018	-9.87	-2.6	0.0	0.2408482508938018
9	1	2018	-12.79	-1.95	0.0	0.3187302615813868
10	1	2018	-24.59	-15.85	0.0	0.1244424201474264
11	1	2018	-29.83	-21.99	0.0	0.0757941000127185
12	1	2018	-31.41	-20.4	0.0	0.1000129120348105
13	1	2018	-28.09	-9.49	0.0	0.2391380134479987
14	1	2018	-23.42	-10.61	0.0	0.2096491532973816
15	1	2018	-29.78	-16.25	0.0	0.145243627975818
16	1	2018	-20.88	-2.46	0.0	0.3745571867268772
17	1	2018	-9.9	4.46	0.29	0.5472777220105003
18	1	2018	-7.95	7.61	0.0	0.6852770992301301
19	1	2018	-5.01	3.94	0.0	0.3855919585679732
20	1	2018	-8.06	0.35	0.0	0.3170539714892988
21	1	2018	-11.8	-2.41	0.0	0.2987103288673327
22	1	2018	-10.93	1.83	0.0	0.4675491817908367
23	1	2018	-10.25	-1.71	0.0	0.294083823738037
24	1	2018	-10.48	-4.18	0.0	0.2118793344577825
25	1	2018	-10.36	-2.88	0.0	0.256124080901033
26	1	2018	-13.1	-7.88	1.44	0.1522549554775842
27	1	2018	-21.56	-13.48	0.0	0.1479064544660358
28	1	2018	-24.09	-15.55	0.24	0.1336395701820967
29	1	2018	-24.65	-5.13	0.0	0.3380699683393828
30	1	2018	-12.76	2.28	0.0	0.5642489105114685
31	1	2018	-23.9	-13.76	0.0	0.1669789369699908
1	2	2018	-27.5	-16.4	0.48	0.1455369881035975
2	2	2018	-22.34	-18.1	2.03	0.0682384708029265
3	2	2018	-27.62	-21.15	0.95	0.0797809425141907
4	2	2018	-28.21	-16.88	0.0	0.1442612838761073
5	2	2018	-26.09	-15.61	0.0	0.1540890385710795
6	2	2018	-27.36	-17.32	0.0	0.1352168503769919
7	2	2018	-28.56	-15.46	0.0	0.1686789555321485
8	2	2018	-27.26	-17.46	0.0	0.1336817311075169
9	2	2018	-28.37	-15.75	0.0	0.1653958399327307
10	2	2018	-20.47	-9.38	0.0	0.2487336270255799
11	2	2018	-28.32	-15.88	0.0	0.1647418858539875
12	2	2018	-31.93	-13.12	0.0	0.2087082325195091
13	2	2018	-18.24	1.8	0.0	0.6492817614111254
14	2	2018	-15.53	1.15	1.12	0.6457193904037235
15	2	2018	-28.58	-13.63	0.0	0.2044902751299379
16	2	2018	-21.28	-5.29	0.0	0.4157544052952698
17	2	2018	-19.19	-10.67	0.0	0.2054392723537001
18	2	2018	-23.25	-12.91	0.0	0.1974367149844501
19	2	2018	-28.01	-14.15	0.0	0.2020628380671378
20	2	2018	-24.03	-12.29	0.0	0.2291546361894673
21	2	2018	-30.54	-10.63	0.0	0.2757965337978759
22	2	2018	-24.47	-7.72	0.0	0.3648581009064956
23	2	2018	-20.67	-6.08	0.0	0.4189055511200074
24	2	2018	-16.52	-1.8	0.0	0.5844515841679023
25	2	2018	-16.35	-2.1	0.0	0.5738176241588053
26	2	2018	-15.66	-4.68	0.0	0.4437695152265098
