Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.25	-13.54	0.0	0.177355743068046
2	1	2018	-21.06	-4.98	0.0	0.3090255021810397
3	1	2018	-14.11	-2.53	0.0	0.3167425682368003
4	1	2018	-13.7	-5.78	0.0	0.2151815523675981
5	1	2018	-14.1	-6.79	0.0	0.1933913715784638
6	1	2018	-12.86	0.71	0.0	0.4027350094084544
7	1	2018	-8.88	0.84	0.0	0.3431356934682264
8	1	2018	-9.92	-2.28	0.0	0.2540509060554678
9	1	2018	-12.02	-0.78	0.0	0.345182780663312
10	1	2018	-24.33	-17.5	0.42	0.0962761040486026
11	1	2018	-29.59	-22.0	0.0	0.07452305982451
12	1	2018	-31.57	-20.63	0.0	0.0983399329494858
13	1	2018	-27.53	-8.61	0.0	0.2544313498967005
14	1	2018	-22.89	-10.3	0.0	0.2133969063488801
15	1	2018	-29.41	-15.36	0.0	0.1564648426344602
16	1	2018	-21.0	-0.94	0.0	0.412219572049868
17	1	2018	-9.47	3.76	0.54	0.4738472201673684
18	1	2018	-7.53	7.51	0.0	0.5906376433248448
19	1	2018	-5.12	3.91	0.0	0.3880465580565028
20	1	2018	-8.21	0.66	0.0	0.3340325848809676
21	1	2018	-11.98	-1.69	0.0	0.3266451128112531
22	1	2018	-10.89	2.77	0.0	0.4663286732131693
23	1	2018	-11.0	-0.22	0.0	0.3629802622974025
24	1	2018	-10.8	-3.21	0.0	0.2540395717951744
25	1	2018	-9.86	-2.32	0.0	0.2655509677466117
26	1	2018	-12.89	-7.8	0.78	0.1503356168333746
27	1	2018	-20.05	-13.38	0.0	0.1322237626224763
28	1	2018	-22.33	-14.58	0.62	0.1353368917966585
29	1	2018	-23.18	-3.12	0.0	0.3785754850365045
30	1	2018	-12.65	1.96	0.0	0.4777126019782312
31	1	2018	-23.75	-14.42	0.0	0.1542129054737135
1	2	2018	-26.9	-15.65	0.0	0.1545943484003163
2	2	2018	-22.32	-17.95	3.58	0.0706830648245415
3	2	2018	-27.55	-20.66	1.47	0.086249869939014
4	2	2018	-28.68	-16.74	0.0	0.1485413997884249
5	2	2018	-26.61	-15.57	0.0	0.1582091665311736
6	2	2018	-27.79	-17.6	0.0	0.1337665747994461
7	2	2018	-27.81	-14.37	0.0	0.1836659909049388
8	2	2018	-26.75	-17.23	0.0	0.134530222158946
9	2	2018	-28.66	-16.42	0.0	0.1568182815960953
10	2	2018	-21.19	-9.63	0.0	0.2461000923354389
11	2	2018	-27.99	-16.18	0.0	0.1595914235902991
12	2	2018	-32.26	-12.55	0.0	0.2168178674047076
13	2	2018	-18.89	1.99	0.0	0.6475959659505759
14	2	2018	-14.8	1.04	2.45	0.544972496743658
15	2	2018	-28.31	-13.16	0.0	0.2124268312166996
16	2	2018	-21.16	-4.61	0.0	0.4204720760934263
17	2	2018	-19.29	-10.86	0.0	0.2021420048585208
18	2	2018	-23.02	-12.94	0.0	0.1952695521841013
19	2	2018	-27.73	-13.92	0.0	0.2033224388171224
20	2	2018	-24.03	-12.17	0.0	0.2235777422776438
21	2	2018	-29.96	-10.51	0.0	0.2751707129360551
22	2	2018	-24.58	-8.5	0.0	0.3343581648929236
23	2	2018	-19.82	-6.66	0.0	0.3806855988261584
