Day	Month	Year	Tmin(c)	Tmax(c)	Prcp(mm)	Et0(mm)
1	1	2018	-31.58	-13.38	0.0	0.180131880916764
2	1	2018	-21.41	-4.37	0.0	0.3247936836407624
3	1	2018	-13.83	-1.75	0.0	0.3371118072711583
4	1	2018	-13.41	-4.77	0.0	0.2400160255737317
5	1	2018	-13.77	-5.61	0.0	0.2218129373570245
6	1	2018	-11.64	1.89	0.0	0.4275161021893727
7	1	2018	-8.45	1.79	0.0	0.370373399659369
8	1	2018	-9.78	-1.44	0.0	0.2805235882481359
9	1	2018	-10.62	1.03	0.0	0.3845928712716676
10	1	2018	-23.71	-16.47	0.53	0.107174367224235
11	1	2018	-29.0	-21.71	0.0	0.0744955487906695
12	1	2018	-31.49	-19.99	0.0	0.105205508613507
13	1	2018	-27.02	-7.49	0.0	0.2748704408276694
14	1	2018	-22.26	-8.56	0.0	0.2451338192559142
15	1	2018	-29.37	-14.69	0.0	0.1659891766997254
16	1	2018	-20.73	0.36	0.0	0.446211879593729
17	1	2018	-8.76	3.75	0.0	0.4625436987446524
18	1	2018	-6.92	8.02	0.0	0.6034505370541206
19	1	2018	-5.0	4.46	0.0	0.4094018743879363
20	1	2018	-8.3	1.32	0.0	0.36218864980354
21	1	2018	-11.89	-0.23	0.0	0.3747549010227382
22	1	2018	-10.68	4.51	0.0	0.5284886479778538
23	1	2018	-11.13	0.99	0.0	0.4087398880888667
24	1	2018	-10.44	-1.08	0.0	0.3227263253896881
25	1	2018	-8.93	-0.19	0.0	0.3240128791375493
26	1	2018	-12.43	-6.21	0.65	0.1900934032140804
27	1	2018	-18.85	-12.98	0.0	0.123670391299498
28	1	2018	-21.06	-13.5	0.61	0.1426495422022559
29	1	2018	-22.14	-1.83	0.0	0.4102804709811397
30	1	2018	-11.85	3.89	0.0	0.5395050037625168
31	1	2018	-22.83	-13.47	0.0	0.1643769533817771
1	2	2018	-25.73	-14.38	0.0	0.1694088794374285
2	2	2018	-21.57	-16.93	3.88	0.0793790962346216
3	2	2018	-27.5	-20.11	1.18	0.0934727840844984
4	2	2018	-29.11	-16.24	0.0	0.1572507675630697
5	2	2018	-27.07	-15.43	0.0	0.1627068020801582
6	2	2018	-28.39	-17.43	0.0	0.1391368902151191
7	2	2018	-27.34	-13.22	0.0	0.20121957274224
8	2	2018	-26.41	-17.02	0.0	0.1354122474181013
9	2	2018	-28.91	-16.39	0.0	0.158232449059463
10	2	2018	-21.49	-9.52	0.0	0.2482465175116239
11	2	2018	-27.71	-15.23	0.0	0.1732789966585815
12	2	2018	-32.78	-12.4	0.0	0.2185000191494061
13	2	2018	-19.22	2.16	0.0	0.6324823391161053
14	2	2018	-13.22	1.11	2.25	0.5224426440218016
15	2	2018	-26.88	-12.69	0.0	0.217711995838762
16	2	2018	-20.94	-3.78	0.0	0.4423331328463754
17	2	2018	-19.35	-10.28	0.0	0.2176791933160778
18	2	2018	-22.98	-12.76	0.0	0.1983975972577834
19	2	2018	-27.83	-13.02	0.0	0.2190943226386085
20	2	2018	-23.9	-11.89	0.0	0.2280111584808026
21	2	2018	-29.22	-9.72	0.0	0.2935551144872648
22	2	2018	-24.74	-8.91	0.0	0.3223154100170626
23	2	2018	-19.68	-6.43	0.0	0.3865392165655588
24	2	2018	-16.05	-1.75	0.0	0.5649503054802967
25	2	2018	-17.07	-0.72	0.0	0.6162957441679741
26	2	2018	-14.89	-4.4	0.0	0.4192383898186314
27	2	2018	-14.49	-1.38	0.0	0.5822482707563654
28	2	2018	-13.6	0.6	0.0	0.6915015750076042
1	3	2018	-18.3	-1.63	0.0	0.6024216243202191
2	3	2018	-12.59	-3.79	0.0	0.4547443860363862
3	3	2018	-7.52	-3.85	3.91	0.1572905779153627
4	3	2018	-10.84	-5.17	8.45	0.2102586256879599
5	3	2018	-14.8	-8.51	0.0	0.2083098742632932
6	3	2018	-17.82	-7.78	0.0	0.3254175142393479
7	3	2018	-23.76	-6.06	0.0	0.4379462495702692
8	3	2018	-24.34	-7.54	0.0	0.3947308965622021
9	3	2018	-12.13	0.0	0.0	0.6650337102599695
10	3	2018	-12.1	-1.12	0.0	0.5975779298032279
11	3	2018	-14.06	2.56	0.0	0.8387906398869202
12	3	2018	-16.01	-0.66	0.0	0.6831145647481096
13	3	2018	-16.02	2.33	0.0	0.8296332107745593
14	3	2018	-15.77	-0.77	0.0	0.6908288470679654
15	3	2018	-9.78	-2.5	0.0	0.4371759629147092
16	3	2018	-6.6	2.02	0.0	0.7109326527193469
17	3	2018	-3.92	0.53	3.6	0.2463983680627341
18	3	2018	-5.56	1.55	1.03	0.5862074341009881
19	3	2018	-8.63	-0.02	0.0	0.6126528159730401
20	3	2018	-9.37	2.24	0.0	0.8373308377264387
21	3	2018	-10.99	2.54	0.0	0.8941251204479219
22	3	2018	-8.67	1.2	0.0	0.7525379534264772
23	3	2018	-5.15	1.31	4.44	0.4263176907866759
24	3	2018	-9.71	3.07	0.0	0.9422368445830256
25	3	2018	-5.97	1.83	0.0	0.7210231092158749
26	3	2018	-6.82	4.86	0.0	1.068387200248025
27	3	2018	-9.14	4.94	0.0	1.112449057435916
28	3	2018	-12.55	-0.64	0.72	0.780791512472605
29	3	2018	-17.88	-5.4	0.8	0.5610584001901787
30	3	2018	-21.56	-12.43	0.98	0.2845447990032566
31	3	2018	-21.79	-9.88	0.0	0.402743378935499
1	4	2018	-18.86	-5.51	0.0	0.5817903526561607
2	4	2018	-20.03	-5.12	0.0	0.5993641980193212
3	4	2018	-17.0	-3.62	0.0	0.6700089264928853
4	4	2018	-18.04	-2.52	0.0	0.725413330223394
5	4	2018	-17.93	-8.13	0.0	0.4369694817779917
6	4	2018	-23.06	-9.33	0.0	0.4421683977505418
7	4	2018	-20.59	-4.21	0.0	0.6546785780501484
8	4	2018	-11.8	-2.42	0.0	0.690874815745085
9	4	2018	-6.73	1.53	0.0	0.8580062569826954
10	4	2018	-9.26	7.5	0.0	1.369919928316147
11	4	2018	-2.55	2.68	0.74	0.6781085099893349
12	4	2018	-4.07	-0.15	0.0	0.4077004052285369
13	4	2018	-3.74	1.63	0.0	0.6930681789021019
14	4	2018	-2.71	8.11	0.0	1.4780015772149415
15	4	2018	-2.92	10.08	0.0	1.6086531564052675
16	4	2018	-0.8	5.57	3.84	0.7902076343573647
17	4	2018	-1.84	2.36	5.08	0.355048602182372
18	4	2018	-4.97	10.28	0.0	1.618995129958505
19	4	2018	-1.54	12.86	0.0	1.8024717272416273
