MinTemp,MaxTemp,Precipitation,ReferenceET,Date
-31.21,-14.01,0.0,0.170856421267636,2018-01-01
-20.23,-5.42,0.0,0.2941099929638475,2018-01-02
-15.15,-3.7,0.0,0.2948565225351046,2018-01-03
-14.25,-6.71,0.0,0.197566092730807,2018-01-04
-14.14,-7.66,0.0,0.1693165711803265,2018-01-05
-13.13,-0.05,0.0,0.3807630329062081,2018-01-06
-9.07,0.9,0.0,0.3482225319695215,2018-01-07
-9.92,-2.62,0.0,0.2410510055313717,2018-01-08
-12.84,-1.87,0.0,0.3217080289335381,2018-01-09
-24.67,-15.77,0.32,0.1262179824875058,2018-01-10
-29.89,-21.98,0.0,0.1,2018-01-11
-31.4,-20.16,0.0,0.1025724811910574,2018-01-12
-28.02,-9.47,0.0,0.2392037849609433,2018-01-13
-23.48,-10.14,0.0,0.2187142377433605,2018-01-14
-29.73,-16.17,0.0,0.1460022155417818,2018-01-15
-20.68,-2.25,0.0,0.3788835011482047,2018-01-16
-9.37,4.57,0.32,0.5423877178542272,2018-01-17
-7.95,7.89,0.0,0.6973570308111832,2018-01-18
-5.1,4.06,0.0,0.3933253542743312,2018-01-19
-8.19,0.32,0.0,0.3190835121187322,2018-01-20
-11.92,-2.46,0.0,0.2987332397198931,2018-01-21
-10.97,2.12,0.0,0.4805686974491207,2018-01-22
-10.38,-1.53,0.0,0.3025061991328721,2018-01-23
-10.35,-4.19,0.0,0.2080932613975793,2018-01-24
-10.38,-2.95,0.0,0.2539516033180453,2018-01-25
-13.11,-7.72,0.97,0.1572257564276757,2018-01-26
-21.36,-13.23,0.0,0.1507322087499628,2018-01-27
-23.82,-15.46,0.22,0.1327570298444778,2018-01-28
-24.42,-4.82,0.0,0.3475808167610288,2018-01-29
-12.61,2.58,0.0,0.5809959357988487,2018-01-30
-24.05,-13.39,0.0,0.1745174984384098,2018-01-31
-27.19,-16.23,0.0,0.1463648297632785,2018-02-01
-22.15,-17.97,1.72,0.1,2018-02-02
-27.67,-21.08,0.99,0.1,2018-02-03
-28.17,-16.86,0.0,0.1440567620251026,2018-02-04
-25.99,-15.44,0.0,0.1559804187496188,2018-02-05
-27.48,-17.45,0.0,0.1335404938994546,2018-02-06
-28.48,-15.35,0.0,0.169734737211646,2018-02-07
-27.25,-17.47,0.0,0.1332719811336047,2018-02-08
-28.47,-15.7,0.0,0.1661151505654799,2018-02-09
-20.43,-9.11,0.0,0.2560844959380539,2018-02-10
-28.37,-15.49,0.0,0.1706835552696299,2018-02-11
-31.92,-13.08,0.0,0.2090372174130473,2018-02-12
-18.04,1.9,0.0,0.6530267123424445,2018-02-13
-15.67,1.29,1.13,0.649045340129514,2018-02-14
-28.39,-13.6,0.0,0.2042476276802283,2018-02-15
-21.3,-5.11,0.0,0.4201347947155647,2018-02-16
-19.18,-10.48,0.0,0.2110832735047756,2018-02-17
-23.29,-12.86,0.0,0.1982100795344885,2018-02-18
-27.9,-14.14,0.0,0.2010794483368838,2018-02-19
-23.82,-12.22,0.0,0.2282230090549216,2018-02-20
-30.51,-10.31,0.0,0.2814263094318279,2018-02-21
-24.56,-7.93,0.0,0.3578119886012591,2018-02-22
-20.48,-5.77,0.0,0.4281880521193846,2018-02-23
-16.44,-1.73,0.0,0.5853279353002568,2018-02-24
-16.55,-2.1,0.0,0.5722065846500516,2018-02-25
-15.59,-4.72,0.0,0.4377634973419705,2018-02-26
-15.16,-2.14,0.0,0.57256982607699,2018-02-27
-13.99,0.35,0.0,0.7043838407625538,2018-02-28
-17.66,-3.43,0.0,0.5437966517752423,2018-03-01
-15.27,-4.5,0.0,0.4716801633647259,2018-03-02
-8.57,-4.15,3.36,0.1792852986966155,2018-03-03
-11.05,-5.02,5.12,0.2200539596143571,2018-03-04
-14.03,-8.78,0.74,0.1782409164473878,2018-03-05
-17.51,-7.02,0.0,0.4078887219425162,2018-03-06
-23.76,-7.21,0.0,0.4352735739323686,2018-03-07
-23.99,-8.01,0.0,0.4125548597735884,2018-03-08
-13.97,-2.83,0.0,0.5981517657321923,2018-03-09
-12.35,-1.2,0.0,0.680735353862205,2018-03-10
-14.28,2.23,0.0,0.8912395447201555,2018-03-11
-15.79,-0.89,0.0,0.7362762234974353,2018-03-12
-15.64,1.53,0.0,0.8588870696136397,2018-03-13
-15.46,-1.13,0.0,0.7390013128348175,2018-03-14
-11.12,-3.1,0.0,0.5420619451150352,2018-03-15
-7.5,1.57,0.0,0.8323161424580635,2018-03-16
-4.32,-0.25,1.52,0.3705543770607777,2018-03-17
-6.8,0.36,0.0,0.7100127667149758,2018-03-18
-9.1,-0.66,0.0,0.7366745655102306,2018-03-19
