MinTemp,MaxTemp,Precipitation,ReferenceET,Date
-31.12,-15.01,0.0,0.1582118540811077,2018-01-01
-20.93,-6.34,0.0,0.2768453704755981,2018-01-02
-16.47,-5.41,0.0,0.2640310853273818,2018-01-03
-14.72,-7.94,0.0,0.1717905488060978,2018-01-04
-13.82,-8.77,0.0,0.1323557758442075,2018-01-05
-13.82,-1.15,0.0,0.3546089395768609,2018-01-06
-9.61,0.58,0.0,0.3474776558502409,2018-01-07
-10.12,-2.78,0.0,0.2406834472662137,2018-01-08
-14.48,-3.52,0.0,0.2947767195450887,2018-01-09
-25.32,-15.6,0.0,0.1333461543220328,2018-01-10
-30.55,-22.36,0.0,0.1,2018-01-11
-31.8,-21.0,0.0,0.1,2018-01-12
-28.31,-10.71,0.0,0.219501955632537,2018-01-13
-24.42,-11.38,0.0,0.2001642511441506,2018-01-14
-30.41,-16.88,0.0,0.1383870270712123,2018-01-15
-20.53,-4.23,0.0,0.3311060756104951,2018-01-16
-10.66,4.77,0.0,0.5665177349316238,2018-01-17
-8.33,6.83,0.0,0.6435433497245322,2018-01-18
-5.12,3.44,0.0,0.3666047428013692,2018-01-19
-8.27,-0.21,0.0,0.3008399538583057,2018-01-20
-11.49,-3.44,0.0,0.2577673748776326,2018-01-21
-10.68,-0.64,0.0,0.3399824754200154,2018-01-22
-9.41,-3.24,0.0,0.217942553708709,2018-01-23
-10.37,-5.23,0.0,0.1719871457432176,2018-01-24
-11.15,-4.36,6.95,0.2122836444315294,2018-01-25
-13.67,-9.09,2.91,0.1227649285691476,2018-01-26
-22.67,-13.6,0.0,0.1569278437423625,2018-01-27
-25.6,-16.75,0.31,0.1259528226498338,2018-01-28
-26.11,-7.71,1.16,0.2828308621531593,2018-01-29
-13.02,1.28,0.6,0.4665269719631098,2018-01-30
-24.6,-13.66,0.0,0.1738245631919947,2018-01-31
-28.78,-17.68,0.58,0.1328468364290342,2018-02-01
-22.83,-18.89,1.69,0.1,2018-02-02
-28.09,-21.77,0.0,0.1,2018-02-03
-27.77,-17.26,0.0,0.1368343606055185,2018-02-04
-25.75,-16.05,0.0,0.1450767136626243,2018-02-05
-27.02,-17.14,0.0,0.1362778205913378,2018-02-06
-29.29,-16.66,0.0,0.1536487645269562,2018-02-07
-27.8,-17.85,0.0,0.1311279557703961,2018-02-08
