MinTemp,MaxTemp,Precipitation,ReferenceET,Date
-32.15,-14.24,0.0,0.1699764688149278,2018-01-01
-22.27,-4.73,0.0,0.3206140114622595,2018-01-02
-13.81,-1.42,0.0,0.3489745052519039,2018-01-03
-13.66,-4.51,0.0,0.2535343507860889,2018-01-04
-13.41,-5.09,0.0,0.2322939696026873,2018-01-05
-10.65,2.92,0.0,0.4515049478362173,2018-01-06
-7.98,1.4,0.0,0.3464724217066288,2018-01-07
-9.69,-0.73,0.0,0.3052131944222015,2018-01-08
-10.33,1.44,0.0,0.3970177385581737,2018-01-09
-23.85,-15.88,0.7,0.1189782026252486,2018-01-10
-28.94,-21.91,0.0,0.1,2018-01-11
-31.66,-21.09,0.0,0.1,2018-01-12
-27.01,-7.08,0.0,0.283512262300722,2018-01-13
-22.75,-8.66,0.0,0.246921892796007,2018-01-14
-29.47,-15.65,0.0,0.1540256993324684,2018-01-15
-20.95,-0.9,0.0,0.4171088626982209,2018-01-16
-8.84,3.32,0.0,0.4499371207632871,2018-01-17
-6.57,7.27,0.0,0.5797880092441257,2018-01-18
-4.94,3.86,0.0,0.3829802423635706,2018-01-19
-8.66,1.76,0.0,0.3894651025622802,2018-01-20
-11.95,0.65,0.0,0.4086668489434282,2018-01-21
-10.68,4.57,0.0,0.5459692695947319,2018-01-22
-11.18,1.35,0.0,0.424766652668198,2018-01-23
-10.56,-0.57,0.0,0.3456636367634727,2018-01-24
-8.39,1.73,0.0,0.3897051175745861,2018-01-25
-12.65,-5.94,0.52,0.2050891862886664,2018-01-26
-18.18,-13.28,0.0,0.1070160111084959,2018-01-27
-20.87,-12.82,0.41,0.1558077512604937,2018-01-28
-21.86,-1.98,0.0,0.4088810591552609,2018-01-29
-11.63,3.95,0.0,0.5767487504366764,2018-01-30
-22.83,-13.26,0.0,0.169298302657403,2018-01-31
-26.02,-14.54,0.0,0.1693402491197194,2018-02-01
-21.43,-16.8,3.94,0.1,2018-02-02
-27.69,-19.63,1.25,0.1021200801420805,2018-02-03
-29.27,-16.33,0.0,0.1574030827875452,2018-02-04
-27.11,-16.27,0.0,0.150474316116721,2018-02-05
-29.0,-17.48,0.0,0.1417687107179934,2018-02-06
-27.36,-12.77,0.0,0.2097336354075425,2018-02-07
-26.51,-17.03,0.0,0.1367398153810839,2018-02-08
-29.21,-17.55,0.0,0.1436115294866448,2018-02-09
-21.59,-10.55,0.0,0.2270588274875421,2018-02-10
-28.05,-15.78,0.0,0.1669970267414102,2018-02-11
-33.21,-13.5,0.0,0.2040916270532827,2018-02-12
-19.45,1.55,0.0,0.6323648382024213,2018-02-13
-13.43,1.2,1.73,0.644966160793619,2018-02-14
-26.76,-13.44,0.0,0.2053182728754309,2018-02-15
-20.55,-3.84,0.0,0.4538564580261425,2018-02-16
-18.92,-10.87,0.0,0.197376165819317,2018-02-17
-23.16,-12.83,0.0,0.1997291264068708,2018-02-18
-28.09,-14.02,0.0,0.2061856576698863,2018-02-19
-24.06,-12.34,0.0,0.2280944880886935,2018-02-20
-28.55,-10.77,0.0,0.2824364875708421,2018-02-21
-24.98,-9.55,0.0,0.3179193564936947,2018-02-22
-19.66,-7.89,0.0,0.3486649104278795,2018-02-23
-16.49,-1.96,0.0,0.5847699287088659,2018-02-24
-17.02,-1.43,0.0,0.612403716805397,2018-02-25
-14.63,-4.3,0.0,0.4491310525006612,2018-02-26
-14.05,-1.9,0.0,0.5812475325422631,2018-02-27
-13.57,0.21,0.0,0.7048342601557992,2018-02-28
-18.56,-1.39,0.0,0.6354622948202754,2018-03-01
-11.86,-4.18,0.0,0.4122677840585846,2018-03-02
-7.85,-4.8,3.35,0.1304385444547958,2018-03-03
