MinTemp,MaxTemp,Precipitation,ReferenceET,Date
-31.42,-13.28,0.0,0.1812379975443015,2018-01-01
-20.9,-4.61,0.0,0.317309905819929,2018-01-02
-14.2,-2.11,0.0,0.3305573961625112,2018-01-03
-13.72,-5.34,0.0,0.2284119249224678,2018-01-04
-13.82,-6.05,0.0,0.2097374616850031,2018-01-05
-11.64,1.67,0.0,0.4196622061053193,2018-01-06
-8.17,2.0,0.0,0.3717808111484483,2018-01-07
-9.65,-1.76,0.0,0.2659238270659129,2018-01-08
-10.73,0.79,0.0,0.3776177744744068,2018-01-09
-23.65,-15.49,0.36,0.1228972959866472,2018-01-10
-28.97,-21.7,0.0,0.1,2018-01-11
-31.27,-19.65,0.0,0.1081782182403503,2018-01-12
-27.28,-7.86,0.0,0.2681577637276991,2018-01-13
-22.36,-8.81,0.0,0.240111690931989,2018-01-14
-29.28,-15.17,0.0,0.1591918270051982,2018-01-15
-21.0,0.15,0.0,0.4404099461976258,2018-01-16
-8.98,4.03,0.0,0.4760318639008482,2018-01-17
-7.2,8.25,0.0,0.6316867038558752,2018-01-18
-4.94,4.71,0.0,0.4187498608477033,2018-01-19
-8.19,1.25,0.0,0.3562750745106931,2018-01-20
-12.02,-0.58,0.0,0.3646536900371363,2018-01-21
-10.96,4.6,0.0,0.5408061277714149,2018-01-22
-10.92,0.51,0.0,0.3877339119541907,2018-01-23
-10.68,-1.97,0.0,0.2948816984462209,2018-01-24
-9.19,-0.41,0.0,0.320962732217644,2018-01-25
-12.33,-5.83,0.55,0.2002326874860764,2018-01-26
-19.54,-13.04,0.0,0.1321631423651915,2018-01-27
-21.67,-13.78,0.51,0.1437190897986789,2018-01-28
-22.57,-2.29,0.0,0.3987395476468872,2018-01-29
-12.04,4.17,0.0,0.5787493588292784,2018-01-30
-22.8,-13.13,0.0,0.1704125795151163,2018-01-31
-25.91,-14.48,0.0,0.1683627685329569,2018-02-01
-21.58,-16.77,3.53,0.1,2018-02-02
-27.37,-20.26,1.0,0.1,2018-02-03
-28.98,-16.31,0.0,0.1556058515531996,2018-02-04
-26.72,-15.24,0.0,0.1638036711348204,2018-02-05
-28.23,-17.35,0.0,0.1391842739245359,2018-02-06
-27.59,-13.66,0.0,0.194226458866457,2018-02-07
-26.68,-17.07,0.0,0.1359486077915462,2018-02-08
-28.73,-15.89,0.0,0.1647809150683873,2018-02-09
-21.22,-9.33,0.0,0.2595055407786176,2018-02-10
-27.61,-15.02,0.0,0.1759874442301084,2018-02-11
-32.47,-12.62,0.0,0.2163463746148765,2018-02-12
-18.91,2.17,0.0,0.6640087677586259,2018-02-13
-13.69,1.23,1.92,0.6532926154735728,2018-02-14
-26.64,-12.79,0.0,0.2148762350252882,2018-02-15
-21.11,-3.91,0.0,0.4578606645898765,2018-02-16
-19.07,-9.85,0.0,0.235828062425675,2018-02-17
-22.72,-12.47,0.0,0.2041055192268317,2018-02-18
-27.76,-12.71,0.0,0.2345332278476885,2018-02-19
-23.47,-11.64,0.0,0.2443674657056333,2018-02-20
-29.43,-9.34,0.0,0.3094549509143012,2018-02-21
-24.83,-8.71,0.0,0.3409375446152479,2018-02-22
-19.81,-5.99,0.0,0.4240418505613327,2018-02-23
-16.25,-1.69,0.0,0.59583311233854,2018-02-24
-16.73,-0.78,0.0,0.6406764359428332,2018-02-25
-14.85,-4.24,0.0,0.4562082577070923,2018-02-26
-14.74,-1.05,0.0,0.6333184533456261,2018-02-27
-13.48,0.78,0.0,0.7345604777889139,2018-02-28
-17.88,-1.68,0.0,0.6264924206746496,2018-03-01
-13.15,-3.49,0.0,0.4889899700801945,2018-03-02
-7.46,-3.58,3.25,0.1664994833749367,2018-03-03
-10.75,-4.81,7.6,0.2208330999978325,2018-03-04
-14.32,-8.6,0.91,0.1926920532111411,2018-03-05
-17.45,-7.56,0.0,0.3366356162925815,2018-03-06
-23.57,-6.13,0.0,0.4425019917456625,2018-03-07
-24.2,-7.63,0.0,0.3978959453027914,2018-03-08
-12.58,-0.39,0.0,0.6631675033336782,2018-03-09
-12.03,-1.35,0.0,0.5945897710617783,2018-03-10
-13.97,2.61,0.0,0.8556719476849971,2018-03-11
-15.87,-0.68,0.0,0.6944787552987176,2018-03-12
-15.82,2.34,0.0,0.8441683320066524,2018-03-13
-15.71,-0.95,0.0,0.6939679911667802,2018-03-14
-10.08,-2.53,0.0,0.4679184487785836,2018-03-15
-6.89,2.29,0.0,0.7759718046393391,2018-03-16
-4.34,0.68,2.21,0.2822748615557787,2018-03-17
-5.62,1.52,0.64,0.623694800509799,2018-03-18
-8.59,0.42,0.0,0.6862033101570352,2018-03-19
-8.55,2.45,0.0,0.8703376531695386,2018-03-20
-10.65,2.65,0.0,0.9313334586067664,2018-03-21
-8.8,1.32,0.0,0.8041968191183062,2018-03-22
-4.92,1.29,4.39,0.4420985070542171,2018-03-23
-9.42,3.07,0.0,0.9720928810619704,2018-03-24
-6.14,1.8,0.0,0.7703142263199225,2018-03-25
-7.17,5.11,0.0,1.1343076488767772,2018-03-26
-9.33,5.19,0.0,1.161082215395878,2018-03-27
-12.79,-1.12,0.63,0.7809097396096464,2018-03-28
-18.74,-5.81,0.72,0.5650214578164987,2018-03-29
-21.99,-12.46,0.0,0.3039862371453752,2018-03-30
-21.61,-9.53,0.0,0.4351362273970736,2018-03-31
-18.44,-5.35,0.0,0.6142333976500427,2018-04-01
-19.95,-5.27,0.0,0.6167057660743543,2018-04-02
-16.44,-3.55,0.0,0.7024054077012044,2018-04-03
-17.88,-2.38,0.0,0.7600951287584735,2018-04-04
-18.01,-7.68,0.0,0.4908426369370591,2018-04-05
-22.69,-9.16,0.0,0.4663271426641711,2018-04-06
-20.76,-4.03,0.0,0.682607182555231,2018-04-07
-11.9,-2.25,0.0,0.7496118854178399,2018-04-08
-6.48,1.21,0.0,0.8633443839763237,2018-04-09
-9.76,7.58,0.0,1.362640098383707,2018-04-10
-2.74,2.2,0.95,0.6841567986086847,2018-04-11
-3.91,0.15,0.0,0.4901810040665294,2018-04-12
-3.76,1.77,0.0,0.775952018819775,2018-04-13
-2.69,7.97,0.0,1.4641277138126525,2018-04-14
-3.21,9.92,0.0,1.5944136555647976,2018-04-15
-0.89,5.65,2.79,0.8824462128619465,2018-04-16
-1.77,2.37,4.71,0.4062287555501333,2018-04-17
-5.21,10.27,0.0,1.6122349186505296,2018-04-18
-1.92,12.79,0.0,1.7916655332269251,2018-04-19
-0.21,18.93,0.0,2.172593899203026,2018-04-20
1.2,20.35,0.0,2.275889809319493,2018-04-21
