MinTemp,MaxTemp,Precipitation,ReferenceET,Date
-31.03,-13.67,0.0,0.1757157878775045,2018-01-01
-21.81,-5.66,0.0,0.2965720084834857,2018-01-02
-15.67,-3.69,0.0,0.3024132070178161,2018-01-03
-14.19,-6.73,0.0,0.1965903099922835,2018-01-04
-13.96,-7.42,0.0,0.1733436588208301,2018-01-05
-12.61,0.25,0.0,0.3849994720054926,2018-01-06
-8.69,0.8,0.0,0.3376473112562351,2018-01-07
-9.69,-2.42,0.0,0.243858572244834,2018-01-08
-12.16,-1.45,0.0,0.3258590600709413,2018-01-09
-24.27,-16.43,0.38,0.1130013758118918,2018-01-10
-29.47,-21.96,0.0,0.1,2018-01-11
-31.22,-20.72,0.0,0.1,2018-01-12
-27.91,-9.08,0.0,0.246314427605865,2018-01-13
-23.03,-11.18,0.0,0.1974183247601576,2018-01-14
-29.56,-16.08,0.0,0.1473693178266522,2018-01-15
-21.16,-1.96,0.0,0.3876606078704344,2018-01-16
-10.29,3.99,0.3,0.5204234631902377,2018-01-17
-7.8,7.29,0.0,0.6482952979465328,2018-01-18
-4.85,3.8,0.0,0.3761809595255023,2018-01-19
-7.88,0.63,0.0,0.3253044543881076,2018-01-20
-11.79,-2.01,0.0,0.3128833832431418,2018-01-21
-10.98,2.12,0.0,0.4689588853482626,2018-01-22
-10.43,-1.3,0.0,0.3137023276567743,2018-01-23
-10.78,-3.83,0.0,0.2323259329267997,2018-01-24
-10.05,-2.27,0.0,0.2721958944775458,2018-01-25
-12.91,-8.0,1.62,0.1451823824956106,2018-01-26
-21.34,-13.91,0.0,0.1373745163903144,2018-01-27
-23.72,-15.16,0.0,0.1378501232841597,2018-01-28
-24.3,-4.46,0.0,0.348725428701777,2018-01-29
-12.81,1.94,0.0,0.5254193627983127,2018-01-30
-23.55,-14.46,0.0,0.1517824860539059,2018-01-31
-27.5,-16.19,0.0,0.1492153623188886,2018-02-01
-22.5,-18.15,3.05,0.1,2018-02-02
-27.39,-21.01,1.31,0.1,2018-02-03
-28.46,-16.81,0.0,0.146831444963737,2018-02-04
-26.36,-15.79,0.0,0.1534595773248639,2018-02-05
-27.37,-17.27,0.0,0.1364333533386212,2018-02-06
-28.34,-15.09,0.0,0.1741661979090992,2018-02-07
-27.07,-17.27,0.0,0.1360889604728042,2018-02-08
-28.26,-16.03,0.0,0.161284799950992,2018-02-09
-20.7,-9.87,0.0,0.2380726083138191,2018-02-10
-28.01,-16.55,0.0,0.154007031245488,2018-02-11
-31.95,-12.95,0.0,0.211596458707165,2018-02-12
-18.74,1.7,0.0,0.6461057457142695,2018-02-13
-15.08,0.94,1.38,0.6436126665235421,2018-02-14
-28.67,-13.52,0.0,0.2086199011950387,2018-02-15
-21.29,-5.23,0.0,0.4215279108510111,2018-02-16
-19.18,-10.87,0.0,0.2007854712741031,2018-02-17
-22.92,-12.87,0.0,0.196926183918536,2018-02-18
-27.94,-14.06,0.0,0.2058065596017981,2018-02-19
-24.03,-12.25,0.0,0.2331984640554546,2018-02-20
-30.29,-10.93,0.0,0.2730622101060367,2018-02-21
-24.53,-7.88,0.0,0.3636326281390821,2018-02-22
-20.53,-6.73,0.0,0.3997402943806136,2018-02-23
-16.72,-1.7,0.0,0.5957677340270999,2018-02-24
-16.22,-1.81,0.0,0.593086474146578,2018-02-25
-15.5,-4.6,0.0,0.4514213832313593,2018-02-26
-15.18,-1.97,0.0,0.5905962512960194,2018-02-27
-13.74,0.55,0.0,0.7240369819046167,2018-02-28
-17.51,-3.0,0.0,0.5698983537527879,2018-03-01
-15.02,-4.86,0.0,0.4538903522557641,2018-03-02
-9.03,-4.64,5.29,0.175073515584401,2018-03-03
-10.91,-5.48,6.98,0.2001788213132037,2018-03-04
-13.72,-8.62,1.63,0.1773923464987284,2018-03-05
-17.04,-6.91,0.0,0.3579282766557431,2018-03-06
-23.7,-7.06,0.0,0.4092718459479427,2018-03-07
-24.07,-8.24,0.0,0.3758775572158065,2018-03-08
-14.94,-2.77,0.0,0.5543758069438167,2018-03-09
-12.06,-1.33,0.0,0.5924330120668241,2018-03-10
-14.36,2.2,0.0,0.8255968409427045,2018-03-11
-15.93,-1.0,0.0,0.6722864264354459,2018-03-12
-15.77,1.42,0.0,0.7941739750407416,2018-03-13
-15.69,-1.01,0.0,0.684897580161266,2018-03-14
-12.04,-3.59,0.0,0.4656262494303845,2018-03-15
-8.44,1.68,0.0,0.7743236315477667,2018-03-16
-4.49,0.02,0.97,0.3294795589378511,2018-03-17
-6.63,0.58,0.55,0.6014870925994497,2018-03-18
-8.85,-0.91,0.0,0.5848787973608416,2018-03-19
-7.49,1.49,0.0,0.7594589278975615,2018-03-20
-10.44,2.4,0.0,0.9218125496245194,2018-03-21
-9.59,0.36,0.0,0.7612980141758583,2018-03-22
-4.38,0.0,4.08,0.2511773508520263,2018-03-23
-7.91,3.0,0.0,0.9441991610053044,2018-03-24
-6.7,1.67,1.6,0.8049956403519837,2018-03-25
-8.53,3.82,0.0,1.044687170972379,2018-03-26
-10.4,1.98,0.0,0.9428803996873476,2018-03-27
-15.08,-3.61,0.53,0.641892608125705,2018-03-28
-20.53,-9.01,0.71,0.4249021612933947,2018-03-29
-24.3,-12.2,0.0,0.3346597667734119,2018-03-30
-22.07,-9.5,0.0,0.4303585236869763,2018-03-31
-18.77,-5.45,0.0,0.5991336595885841,2018-04-01
-20.69,-5.51,0.0,0.5938901707068551,2018-04-02
-17.23,-4.27,0.0,0.6548515305942475,2018-04-03
-18.49,-2.93,0.0,0.7191762531859965,2018-04-04
-18.72,-9.25,0.0,0.4069551350368714,2018-04-05
-22.89,-8.99,0.0,0.4655046837542385,2018-04-06
-21.79,-5.56,0.0,0.6040694389188158,2018-04-07
-14.05,-3.09,0.0,0.7197863098100075,2018-04-08
-9.28,0.41,0.0,0.8894087785922866,2018-04-09
-11.01,5.83,0.0,1.261997298209545,2018-04-10
-3.93,0.63,1.67,0.5392555997499655,2018-04-11
-6.37,-1.18,0.0,0.5448153881370741,2018-04-12
